drop_length,adv,rec,avg_vel,width,y
-0.7792609,-0.5042869,0.7289258,-0.6574496,-0.24762999,-0.63784313
-1.4920048,-1.905568,1.6173519,-1.6893649,0.46011293,-1.8749315
1.4039075,1.2806957,-1.3944612,1.3249098,-0.045187335,1.2237809
1.7822301,2.1904306,-1.3455242,1.0468156,-1.6211734,0.11376064
0.18349105,0.6831436,-0.15379329,0.35084334,-0.26335135,0.47473451
-0.09939177,0.36171693,0.10013126,0.047459584,-0.20249899,0.13737778
-1.3665928,-1.5950755,1.3845748,-1.519828,0.5040375,-1.6747034
-0.064903036,0.15355869,0.057519183,0.061875533,-0.21282732,0.14731543
-0.92623246,-0.7388101,0.8725223,-0.82195944,-0.24954446,-0.81944025
-1.4441993,-1.7217621,1.501776,-1.6101613,0.53711677,-1.7925209
-0.042033166,-0.18358147,-0.009710655,0.12414347,-0.5010983,0.24486043
-0.58027315,-0.1402119,0.5328885,-0.45942345,-0.1264965,-0.42127356
-1.2727504,-1.4610702,1.2349753,-1.4210069,0.42324623,-1.5159161
0.5681222,0.23811017,-0.62462354,0.73938316,-0.48900536,0.91578543
-0.27691573,0.41747612,0.29043478,-0.11805619,-0.18933536,-0.037357736
-1.4300084,-1.7533762,1.4977303,-1.5815198,0.34451568,-1.730363
-0.23232463,0.23668332,0.21800296,-0.093753055,-0.16661806,-0.018256295
-1.0665109,-1.0736912,1.0424676,-1.1039515,0.1315736,-1.1595815
-0.008408353,-0.053248927,-0.025933906,0.11802195,-0.29824284,0.21548985
-0.69576293,-0.46961164,0.6493906,-0.5326784,-0.4298853,-0.48591486
-0.624776,-0.48855567,0.5813111,-0.45713022,-0.4882951,-0.39706466
1.2628211,1.4640391,-1.2566421,1.2130761,0.016741175,1.1264174
-0.80554616,-0.56665426,0.74632746,-0.63941866,-0.43902028,-0.6008996
-1.4955275,-1.8441969,1.5954409,-1.6788883,0.5165315,-1.8724377
-1.4238865,-1.6581334,1.4471463,-1.5209618,0.17350759,-1.636163
0.49179268,0.47006083,-0.49163586,0.64891726,-0.3723952,0.8019387
-0.67658335,-0.24162053,0.6736224,-0.6396567,0.1218282,-0.6330997
-1.2205989,-1.3583387,1.1570365,-1.3604681,0.43085518,-1.440652
-0.122104704,0.29697442,0.11533587,0.019373102,-0.19372837,0.10517441
0.23587646,-0.49060044,-2.861006,1.6114665,-5.1961393,0.7684418
0.00798662,0.45970178,0.0066874474,0.16122313,-0.23357223,0.26279888
-1.4625636,-1.7784677,1.5365576,-1.666595,0.59955233,-1.852066
-1.2785718,-1.4568616,1.241278,-1.4284029,0.4866913,-1.5422866
-0.19139168,-0.2510127,0.1378855,-0.033530477,-0.45371023,0.06669736
0.41387308,0.5428376,-0.38584065,0.5695281,-0.33957887,0.7104823
1.4868356,1.2132403,-1.4873143,1.391198,-0.060592275,1.2785388
2.0020404,1.2919711,-2.0174468,1.778034,-0.0046862476,1.5022364
-0.5968771,-0.42159426,0.55188555,-0.4377992,-0.42244565,-0.3825744
0.4902035,0.19965942,-0.5470329,0.6493587,-0.43833745,0.8134993
-0.4814856,-0.14758085,0.43076223,-0.34898946,-0.20333412,-0.2994612
-1.0432663,-1.0354854,1.0254538,-1.0735457,0.11376205,-1.1269344
-1.3814719,-1.5568826,1.367233,-1.4501665,0.111434475,-1.5436764
1.2665898,1.2719382,-1.2503387,1.2234288,-0.069050506,1.1538533
-1.4859564,-1.8223823,1.5713979,-1.6340996,0.2952434,-1.7866647
1.6244528,1.3080789,-1.6295015,1.4915576,-0.012493428,1.3304372
-1.919867,-24.284166,-1.9425879,1.2281947,0.21736807,0.46219823
1.9298674,1.2198176,-1.9523268,1.7268767,-0.026908647,1.4756218
-0.67978334,-0.4825629,0.6309488,-0.5141098,-0.45087048,-0.46321383
-1.4142932,-1.6981863,1.4661689,-1.5842582,0.5433924,-1.7610198
-0.5148536,-0.12647153,0.4641251,-0.38369033,-0.17777738,-0.3370324
-0.39166576,0.0014576763,0.35223752,-0.26100668,-0.1656146,-0.20318776
-0.7615967,-0.47939688,0.7141324,-0.65513843,-0.18540743,-0.6393643
-0.4022112,0.37959063,0.41314715,-0.24644496,-0.1510012,-0.17646702
-0.052183077,-17.809317,-2.910931,-1.2198282,-2.8886032,0.16371387
-0.38449043,-0.29874653,0.34502095,-0.2370988,-0.38534537,-0.1663335
-0.8896593,-0.80418575,0.9157794,-0.9704096,0.32113108,-1.0218197
-1.0665698,-1.060819,1.1003038,-1.2417095,0.56881595,-1.3217249
0.66152567,0.5031832,-0.6755891,0.7860435,-0.3594458,0.9106025
-0.060468167,0.0013116002,0.041788563,0.058015373,-0.23630415,0.1420403
-1.317563,-1.5392809,1.3100481,-1.4731493,0.44908717,-1.5916809
-1.3145437,-1.5021591,1.2965106,-1.460495,0.48158106,-1.5883684
1.7900378,1.0404477,-1.8298081,1.6400195,-0.105005875,1.457572
-0.9774063,-0.8715554,0.9394799,-0.93624926,-0.07341616,-0.96174264
-1.1718385,-18.66035,1.4062521,-0.74376345,-5.5438337,0.6662091
-1.4842777,-1.8681725,1.5998883,-1.6729412,0.48490945,-1.8655872
-1.0968672,-1.1562394,1.1053112,-1.2663842,0.5321257,-1.3463471
0.13232252,-0.058706447,-0.18808378,0.29058358,-0.45670247,0.4239259
-1.4945635,-1.7956336,1.5687165,-1.669669,0.55694467,-1.8614123
0.53025675,0.6008486,-0.50696516,0.6895326,-0.3743769,0.83868694
-0.6091423,-0.4248001,0.56433606,-0.4499971,-0.42042243,-0.39618903
-1.3385575,-1.5698076,1.341232,-1.4645426,0.31456244,-1.5778568
-1.2154702,-1.2881364,1.1627411,-1.2492712,0.080707625,-1.3138304
-0.75307643,-0.4812714,0.75658184,-0.7586824,0.17957437,-0.77364326
-1.5317447,-10.764681,0.59402347,1.4779329,-2.8376644,0.97831225
-1.3095555,-1.5093486,1.2905838,-1.4255399,0.29922053,-1.5268154
2.184793,1.3305343,-2.180453,1.897832,0.017880578,1.578614
-1.3871964,-1.6673294,1.432955,-1.5629338,0.5505382,-1.7347059
-0.21657284,0.14473777,0.19163953,-0.086821094,-0.16378264,-0.013737936
-1.3954661,-1.702751,1.4467771,-1.5556283,0.38801676,-1.6970572
-1.3715546,-1.6109879,1.3942949,-1.5279902,0.49532282,-1.6812806
0.46716118,0.34349775,-0.49007052,0.616263,-0.36445358,0.76694065
-0.8679991,-0.6373993,0.8122123,-0.743583,-0.29229626,-0.7289634
0.24824397,-12.260847,-1.7951121,-0.9494296,-4.9880886,0.12059775
0.46342474,0.26443434,-0.50483626,0.61156744,-0.3756847,0.7649164
1.8611869,1.0813822,-1.8987312,1.6947602,-0.09260915,1.4893068
0.9401679,0.49048388,-0.99018246,1.0096629,-0.3456606,1.0862647
-0.56145614,-0.316943,0.5190215,-0.41434315,-0.33196485,-0.36445653
-0.21735488,-0.24140805,0.16757257,-0.06827529,-0.40816614,0.023340877
-1.0597308,-1.0617721,1.0377915,-1.0938195,0.12217079,-1.1486571
-0.067808494,0.42631137,0.07643847,0.084318236,-0.21411015,0.17906274
-1.0573517,-1.0855851,1.032698,-1.1283555,0.24049737,-1.1885567
-0.96769357,-6.6524653,0.7613651,-0.68968606,-0.92964107,0.3047945
-0.6937769,-0.17052175,0.7203688,-0.6822806,0.22064134,-0.68249226
-0.3255163,-0.2403557,0.29072833,-0.18516389,-0.34903285,-0.113325074
-0.70238173,-0.39708465,0.6840913,-0.6541442,0.02536567,-0.64924955
-1.441221,-1.793168,1.5277934,-1.6239657,0.46544382,-1.7943741
1.5422789,0.8861315,-1.5904781,1.4531742,-0.1580927,1.3567977
-1.3525627,-1.5867904,1.3649441,-1.5089881,0.47803396,-1.6497343
0.65944195,0.56579226,-0.65847,0.7861786,-0.35870287,0.90874827
-1.2083346,-1.3411081,1.1954482,-1.3788404,0.53748655,-1.4806141
0.89433825,0.4146707,-0.9492305,0.98906267,-0.39762712,1.0932375
2.0033805,-9.0244875,1.1061518,0.6949682,-2.0891461,0.13787198
-1.4524436,-1.7969002,1.542215,-1.6322231,0.48621213,-1.8133119
-1.4741074,-1.7351876,1.4979876,-1.7112068,0.7217471,-1.8850267
-0.28499672,-0.12036838,0.25250745,-0.15933372,-0.24173675,-0.09348734
-0.15716735,-0.18780757,0.111616,-0.014449614,-0.37728775,0.078981146
-1.5158406,-1.8685673,1.6201146,-1.701864,0.52709097,-1.8989971
-1.1494861,-1.1643686,1.1187017,-1.1557469,0.0039605685,-1.2100314
-0.117747396,-0.11560801,0.08837567,0.01074521,-0.30843997,0.09738034
-0.9065333,-0.7096399,0.8541861,-0.8034287,-0.23768263,-0.80004084
-1.4095734,-1.6731006,1.4568317,-1.569875,0.51627636,-1.7440472
0.9947227,1.0230826,-0.96305454,1.0315176,-0.20780303,1.0470195
-0.56701326,0.2510211,0.6177932,-0.47561687,0.040665675,-0.43865007
-0.75678504,-0.40707093,0.7731151,-0.77479583,0.25252265,-0.79216456
0.3437084,0.20364855,-0.37780833,0.4790124,-0.32158202,0.61413825
-1.160715,-1.1466064,1.1417499,-1.1457858,-0.07689144,-1.1932304
0.8084085,0.7009213,-0.7993672,0.8975178,-0.31371796,0.97835535
-1.1006831,-1.1299155,1.0677366,-1.1484118,0.15674324,-1.2073714
0.05772525,0.32800883,-0.04482995,0.19593525,-0.24228792,0.29639763
1.658156,-2.328291,-1.3009162,0.07147427,-2.657244,0.22830705
0.185274,0.021659642,-0.24077989,0.32067826,-0.3395424,0.44596663
-1.385957,-1.6461703,1.4141692,-1.5067203,0.27483407,-1.6324368
0.6122706,0.7963934,-0.5632177,0.75503707,-0.34470907,0.8762363
-0.8309001,-0.6842086,0.8340631,-0.85983986,0.19258769,-0.8908266
-1.2693874,-1.4342792,1.2256743,-1.4223845,0.48717,-1.5278137
-1.0786822,-1.1365718,1.0489357,-1.200088,0.40162572,-1.2676104
-0.8569701,-0.6142685,0.7952784,-0.69895476,-0.4090917,-0.66890466
-1.210456,-7.7901835,-2.7768378,-0.9171927,-3.2251427,0.60845697
1.2951392,1.0764834,-1.2849865,1.2542498,-0.1429361,1.1977261
0.20065701,0.5979427,-0.15835501,0.36082044,-0.28942826,0.48174873
-0.36582696,-0.2877677,0.3268665,-0.21949086,-0.38188842,-0.14738454
-0.3994598,0.46892166,0.4215247,-0.23703645,-0.151666,-0.1630437
-0.6350374,-0.5126762,0.6143215,-0.4620581,-0.5426139,-0.39894858
-1.0939978,-1.1219559,1.0623891,-1.1438057,0.16489038,-1.2027212
-1.1616957,-1.2684581,1.1376214,-1.3163843,0.4825993,-1.4001719
-0.5099274,-0.17811543,0.45988667,-0.37456945,-0.22194265,-0.32656172
1.9565381,-15.426852,-2.8827796,-0.53181213,-0.56513387,0.5022106
-1.3350891,-1.580676,1.3426607,-1.4796641,0.37248638,-1.5972196
0.644586,0.41058272,-0.67922926,0.7725488,-0.36845672,0.90608567
-0.36675286,0.00045835972,0.32774645,-0.23688214,-0.17055185,-0.1773617
1.745695,1.6165928,-1.7539626,1.5697176,0.123599514,1.3428288
-1.3748233,-1.6238014,1.395261,-1.4913361,0.26827827,-1.6129186
0.2958489,0.35960013,-0.28814238,0.4344479,-0.2946442,0.5600102
1.98357,1.2521285,-1.9997066,1.7625296,-0.015047979,1.4959323
0.4746579,0.1784649,-0.5290883,0.6409676,-0.4747136,0.8071958
-0.78811944,-0.57715607,0.79375654,-0.80636877,0.18797565,-0.829118
2.1271281,3.25351,-1.2742066,0.54634744,-4.1231203,0.60596347
1.5699579,1.1533098,-1.5813601,1.4568375,-0.07276957,1.3249445
-1.0920012,-1.1573316,1.058382,-1.2121546,0.39384672,-1.2801903
-0.12224139,-0.019770175,0.100127384,-0.002203333,-0.23072855,0.07652058
-1.4672098,-1.7857343,1.5401758,-1.6079373,0.2840032,-1.7540886
-1.3356129,-1.558246,1.3337545,-1.4550664,0.29657242,-1.5654552
1.453738,0.97106445,-1.4870514,1.369411,-0.116444275,1.277803
2.0684755,0.64679897,0.5256458,1.3844084,-6.508323,0.5628101
-0.4980207,-0.23452896,0.4560551,-0.35894048,-0.27706054,-0.30796826
0.078062356,-0.028433576,-0.12519215,0.20950547,-0.32229564,0.3208141
-0.24243352,-0.2055817,0.20808353,-0.1045769,-0.34874925,-0.024885494
-1.0100565,-0.9110348,1.0734422,-1.1826302,0.59336346,-1.2597923
-1.270627,-1.4486519,1.2291987,-1.4038804,0.37595072,-1.4954071
0.48080024,-9.703699,1.5465608,-1.373893,-0.44013855,0.6696843
0.3818801,0.09719016,-0.43023312,0.5588916,-0.5363843,0.72241926
-0.7983301,-0.6034429,0.7885997,-0.79183644,0.102001876,-0.8092965
-1.5055104,-1.9309853,1.6379839,-1.7058461,0.4513547,-1.8919833
-1.3317214,-1.5249662,1.316121,-1.4242353,0.21826394,-1.5251062
1.7694291,1.0344069,-1.8092401,1.6227628,-0.10459547,1.4448079
-0.27338132,-0.29267725,0.21992747,-0.11768484,-0.44065234,-0.027366463
2.1582632,1.2718183,-2.1643941,1.8956594,-0.022620466,1.599318
-0.93790483,-0.89750147,0.94648975,-1.0108033,0.27947176,-1.0649495
-1.4230503,-1.7545444,1.4954331,-1.6014341,0.46435526,-1.7646267
0.5925935,0.27585012,-0.6518538,0.7480125,-0.4260427,0.9149554
-0.80387354,-0.44136614,0.8647482,-0.87709343,0.40987954,-0.91463363
2.1196246,1.6258017,-2.1376536,1.8550162,0.14058681,1.5043784
-0.3516583,0.13361,0.32575053,-0.21929072,-0.13778727,-0.15618597
-0.7002295,-0.45553124,0.65463275,-0.53943175,-0.4118728,-0.49499837
1.9022672,-10.543981,-0.31193542,2.37718,-4.4119835,0.22053969
1.8114678,1.0180475,-1.8541763,1.6648737,-0.12516555,1.4884622
-0.36119583,-0.34972966,0.31052393,-0.2014005,-0.4613052,-0.11811869
-1.4312215,-1.7278994,1.4913533,-1.6281819,0.5907486,-1.8091142
-1.2681885,-1.4144957,1.2770073,-1.478576,0.641142,-1.5937608
-1.5032878,-1.8811905,1.6183598,-1.6926405,0.5017367,-1.8885479
0.25536144,0.33699328,-0.24604864,0.39014342,-0.27857515,0.51002985
-1.4843405,-1.8899273,1.6028048,-1.6770854,0.44079682,-1.8560029
-1.1925452,-1.1975394,1.1686305,-1.1846325,-0.06431469,-1.2353249
-1.6012915,-4.97237,-1.5831592,1.0503751,-0.57537633,0.16470188
2.4102068,1.7842236,-2.4184415,2.0695472,0.22919999,1.6095116
-0.06285906,0.57835424,0.09364681,0.10477759,-0.23796944,0.20666747
-0.6368467,-0.211702,0.61673886,-0.5664272,0.014524702,-0.54718816
1.1233896,0.99222803,-1.1024629,1.1293311,-0.20067187,1.119186
-1.3479154,-1.6133941,1.3668661,-1.5064349,0.40968552,-1.6311874
-1.0590887,-1.0799693,1.0466363,-1.1893137,0.4356316,-1.256526
0.30069983,0.049620762,-0.34958982,0.470013,-0.5056067,0.6230434
-0.87495494,-0.60298663,0.97931653,-1.0114919,0.5387155,-1.0745069
-1.4706365,-10.069363,-2.064307,-1.3429766,-4.006245,0.9609316
-1.3676815,-1.6212872,1.3993243,-1.5229759,0.5185634,-1.6905806
-1.2938794,-1.447597,1.3184139,-1.5218012,0.69165784,-1.647758
0.04526019,-0.12221031,-0.10079105,0.2049574,-0.46758702,0.33132872
-1.3750159,-1.6217024,1.3944584,-1.489506,0.26195768,-1.6103034
0.6539833,0.30010325,-0.7125034,0.79859096,-0.4248574,0.95440793
-0.59124243,-0.2439645,0.53852826,-0.45185468,-0.24211524,-0.40966398
1.7223767,1.4096974,-1.7285179,1.5613345,0.03318793,1.3593707
-0.85386586,-0.6142833,0.8003913,-0.68855387,-0.4499325,-0.6533407
-0.4814414,-0.38102394,0.4360541,-0.3246208,-0.43034878,-0.25745168
1.1308963,0.56683314,-1.1845593,1.1620388,-0.32162112,1.2004392
-1.2476013,-1.3887101,1.1854403,-1.3536329,0.30207852,-1.4318619
-1.4471111,-1.7968011,1.5358256,-1.6287706,0.47467202,-1.8042666
0.16322029,-25.737383,-0.705324,-0.33823806,-5.9255295,0.13738406
-0.14993064,-0.14651333,0.11748524,-0.017427625,-0.3278931,0.068720266
-0.9106549,-0.84657156,0.93161434,-0.9977197,0.3341988,-1.0519521
-0.42620206,-0.29392928,0.38940108,-0.2810384,-0.3616239,-0.21718958
-1.5685095,-1.9861659,1.7100487,-1.750825,0.34966728,-1.9325504
1.7843603,1.0200834,-1.8260849,1.6397703,-0.11775826,1.4655418
0.16679558,-15.625825,-2.448431,1.1812704,-4.3470254,0.53884244
1.5389115,1.5974678,-1.5448428,1.4145488,0.10574953,1.2549742
-1.1832992,-1.289749,1.1306953,-1.2877808,0.31626964,-1.3602171
-0.97055215,-0.9461701,0.9751578,-1.0732107,0.36948976,-1.1324692
0.47759128,0.20893355,-0.5356285,0.62804025,-0.39589533,0.7868691
-1.4324887,-1.7351334,1.4954288,-1.6240563,0.5777841,-1.8039348
-0.7800559,-0.50860864,0.73093075,-0.6630855,-0.23198949,-0.6454887
-0.55192,-0.1924696,0.49882627,-0.41622093,-0.21401428,-0.37171325
-1.1395429,-1.088973,1.1328881,-1.1042126,-0.14196034,-1.144188
-0.4112163,-0.15464506,0.37087065,-0.28028002,-0.23214598,-0.22524685
1.6479846,1.1879624,-2.0419672,-1.7018007,-6.6295357,0.017545726
0.047152758,-0.13135047,-0.099670365,0.21334118,-0.50175065,0.34324178
-0.8767607,-0.7689599,0.8780288,-0.9137202,0.19724031,-0.9519123
1.4696736,0.9351821,-1.5107218,1.3813653,-0.12058836,1.2838495
0.19585618,0.109577924,-0.2253414,0.31664115,-0.26395133,0.43056437
0.37035143,0.12802675,-0.42904603,0.518794,-0.39448962,0.6677027
0.10495141,0.08500607,-0.12185164,0.22246993,-0.24570097,0.3233523
0.60354984,0.47639757,-0.61600274,0.7426309,-0.37280867,0.8818932
-1.1683254,-1.107277,1.1661097,-1.1252099,-0.17745551,-1.1644392
0.7816098,0.9986087,-0.74044704,0.8741075,-0.24673049,0.93915963
-0.66753113,-0.41170818,0.6222203,-0.5105752,-0.38431475,-0.46547648
-1.3381615,-1.5517129,1.3380618,-1.4898745,0.48163214,-1.6262834
-0.644138,-0.28043252,0.60212296,-0.541043,-0.11487213,-0.5151567
-0.7756253,-0.5657092,0.73558646,-0.606202,-0.4893209,-0.56046236
-1.1942816,-1.27501,1.1415062,-1.2541666,0.17132266,-1.320766
0.18806672,0.45966822,-0.15809093,0.33424827,-0.27436572,0.44925615
-0.6897274,-0.33921248,0.6796535,-0.65331054,0.085639864,-0.649554
-0.25957498,-20.379768,-0.8930861,1.7912756,-1.0733546,0.58965015
1.7474526,1.6493098,-1.7573781,1.5699247,0.13823517,1.3399332
-0.9553306,-0.8795117,0.9366967,-0.96593624,0.089272365,-1.004599
-1.2812777,-1.4545939,1.240076,-1.4352374,0.49086043,-1.5449976
-1.4862807,-1.7651521,1.5038791,-1.7102643,0.6827595,-1.8867309
-0.13945524,-0.13888688,0.10713078,-0.0075977324,-0.32475063,0.07923241
